"","text","user_suggestion","klasifikasi"
"107","    walk away         meth rotting teeth  allwhat  think      working together  win using various tactics  communication  youve seen  pro  highlights maybe        mix  battlewhat    chaos  half    speak english  english servers  communication      half     angry angry  screaming  teammates  someone abandons halfway     someone  feed       internet trolls jammed        half  speak   language       unintelligible screamingwalk  f away  send   xmas card   thank ",0,"Negatif"
"108","ready   upset  passive aggressive   friendsteamates   spend  couple hundred   figuring  wtf  going    yelled   soul crushing losses  hour plus     pretty fun  challenging   willing  go   rabbit hole",0,"Negatif"
"109","  fantastic moba   love  minute   complex well  mechanics    tell took   long   create  put love  definatly  pay  win  reason   said  shouldnt        community everyone   jerk lower ranking  consist  horrible     idea       blame everyone els   team   almost       incredibly hard  move   learn   mistakes    guy      kills   help  team     yelling     amazing  horrible        quick  judge  suggestion   skip        place  day  decide       beautiful     someone   put    bad mood   valid          group  friends        missing   person    someone     help    team   fantastic moba    littered   community",0,"Negatif"
"110","   problem   recent addition   plus  openly condemned  use  similar programs   past programs  dotabuff plus   similar program  overwolf   believe   threatened    given temporary bans   caught using  programs  quote     line  heard rumors   bans     months ago  vocalized      newsletters      sudden    ride  hype train  offering  paid version     already   free   addition  accesories    justify  price   nothing intrinsically wrong   plus       offers  unfair advantage    increase  damage  anything   gives rarely useful insight  hero drafting      feel inclined   spend money   computer  tell    draft   jokes       free versions available  fact      program    programs   basically    small fast windowed version  websitess  dotabuff  carry   statistics   winrates    common hero laning theoretically    alttab   website  type  everything   inconvenient   takes longer  switch windows  type   timely manner   drafting phase  programs eliminate  inconveniences  alttabbing  typing  automates  searchup    pops   results   wondow     gotten punished  using  draft helpers  long ago   rumored    tempbans    decides  turn  blind eye         us pay    type  program   added  cosmeticsin  words  banned   used  free programs    cheating     come     program   order  use     pay  monthly subscription  hero accessories scam    heard   supporting  behavior     ruined   actions   world  tanks   example",0,"Negatif"
"111","probably   cancerous  toxic  anyone could possibly decide  spend  playingchances   someone   match    ruin  fun  everyone elsebut   love        second  reaching  hero selection screen everyones choices  affect  outcome   match  fake railroad good  bad decisions  everything  decide  spend    impacts   either positively  negativelyits   complex   theres  steep learning curve     teamplay oriented hence    upset   feel  teammates arent performing   best   abilitymainly    comes       first mistake     team  able   advantage    create  opportunities  eventually   enemys ancientits  fun learning experience  long    let  occasional whining  hateful comments   ",1,"Positif"
"112","   cancerwarning      racist swear tauntingraging brain cancer  away  life smash  computer  zombie   possibly death  consider wise thoughts    fcking gamethis  cost   job  girlfriend  brung   horrible side     knew existedgood job  dchoose   russia       good  gomade  family think    kind  mental illnessim handsomeeveryone  speaking     idea   happeningits  porn   satisfiedmother russiacauses anxiety problems low self esteem tourettes syndrome mood swings bipolar disorder breakdown  relationships raging erections racism   fail school  academic career    social life anymore would definitely recommendlearnt   swear      language report simulator  commend beggars everywhere  simulatorlanguage learning simulator   language learning tool learn    diffrent languages per    free  would recommenda reason  hate   federationsoviet simulator  according    russians live everywhere except  russia itselfmakes  racist towards russians         probably   gives   innate aggression towards anyone         mention russiansracism simulatorthis  community   toxic      erection  cancer   grew  thirdwhile  iti   racist   bad person     wise  loving person   hate russians brazillians chinese philipinos japanese koreans asians  asians  kungfuchopstick users      speak english            hate    fcking beastialary creatures  hope   die  extinct   face   earththis    racistjudgemental  extremist towards anyone   speak englishan example   person  lost  life     others around  world ",0,"Negatif"
"113","  first started     little overwhelmed   first arts  moba    pretty complicated  soon started  pick   mechanics   hitting  denying   knew    performing better  better  stopped making silly mistakes    vastly better   feeding  enemy team    part everyone  met   helpful  nice   sometimes  jerk however   continue        sure ill continue  improve  recommend     yes  used google translate   kill  ",1,"Positif"
"114","  years  dotaim sure youve  warcraft   theres  big chance      allstars defense   ancients aka        remember  hard    reach   keys  spells    keyboard   hero  well think           spell keys    qwert   scriptssoftware needed      would     succes  icefrog      think  hit  jackpoti  years      would   add  things u might         rly fustrating   old        decent knowledge  heroesitemsmecanicstacticsbeen       icons    shop    understanding  machmaker works   u win u  mmr  defeat    well  seems normal   ppl   accounts  troll    better start  mmr       sometimes enemy team    party    team   none  ppl  u actually  worse    team  u win     used      party  mmr       u  alone well  droped        communicate  random ppl  feed either  buying couriers  sending   die   enemy    let u finish  item  kill  courier  feeding   hero sending  hero   enemy   killed enemy gets gold   itemsyou lose     nothing  feeders today    guy   obviously muted   something bad   past   ranked ladder  started  buy couriers  feed  enemyalso  moving  courier   wont finish  item u  report           low priority u  block    matchmaker could  place    team  next gamevalve dosnt care     care  u  send replay  anyone  chaos  advice   bother  alone",0,"Negatif"
"115","bad rats  everything       lured    fp   classed  classics  john romeros daikatana  day  garrys incident  bad rats    offer   far better experience       filthy casual  wouldnt recommend     go  snuggle truck       date   competitive scene   aforementioned trio  ",0,"Negatif"
"116","  please  something    throw   maybe ban   ranked   days  maybe  days  maybe  weeks  maybe  month  maybe  year  maybe  years  maybe  life thanks icefrog baeanother thought maybe  extra mmr  support    actually trynew  samesystem  actually  reported    running  middle feeding  minute  good job  uninstalling  actually   enough  reports  use   throwing    good system would recommend  others",0,"Negatif"
"117","first     brilliant  insanely funsomething seriously needs   done   community     hate    community  full    toxic     talked       least      would  recommend    anyone becuase     hopes    fun   smash     toxic unevenly matched    row",0,"Negatif"
"118","without  doubt  best language learning software   learn  speak spanish  portugese  sometimes  english     low low price   selfesteem  faith   human beings",1,"Positif"
"119"," gonna go detailed     sorry  bad englishthis   opinion   community   supporting  team   support herofirst  minutesenemy dewardsward ward ward ward ward ward ward againno response   secondstang ina  support  killing  enemyoi kill steal    money duh   supportingthis      nervewhen   bounty runecarries  gg   gonna  fatwhen      nice carry  picking heroesme picking rikihehe  someone supportall pick agisfirst  minutesheyy lion   buy wardwhy    think   lion     support        mid  wait   farmgank pls  farm     farmvillelate    fat  stupid    jobfarmingbut  thought    farmvshut  gg noobwhen    midwhen enemy first blood yougg mid ill reportwhen  decide  farm  little moregank la stupid report  mid noobzero respect   newbies  keep calling  noobs   uninstall   wont change  thinganyway toxic deadly  inspiring full  hate words communitydont       control  self   theres plenty   steam   great communitygame     great    choose      different skill set  animationwhat    fun  addictive   knowledgehardskill       experiencing      someone taught  used  defending  ancient    hq  destroying theirswhile     canand must collaborate     teammates  different   skill set     best offensedefensereally  enjoyable      friends  familywell guess         toxic teammate   bother ganking together   mistake may   reported  mockedtips    enjoy    long    sure   friendfamily   tooif     single    met  stranger  fun attitudeforgiving yet teaching  ways   commend    scared  ask       steam friendbecause kind    extremly rare    mew  pokemongameplayfun communityplay   friends  familyoverall  mefeel free  comment  agree  disagree    respondremember    hate   ",0,"Negatif"
"120","  good   bit overated   opinion  defenitely okay     top list         best artsmoba etc   exageration     years  existence      compare   hon   smite",1,"Positif"
"121","   favorite    library    reflects      spent appreciating  team work  competitive spirit    supports  actually support  team carries   carry  team  victory     execute  base push  timely    york sunway     love subway sandwiches  eat  blt without   almost  week bacon    delicious meat lettuce    cup   tea party    tea without water    hold water without cups unless  course  use  hands   mouth  lettuce cups  pretty delicious  imagine  bacon   lettuce together  without  disgusting creatures known  tomatoes    rhyme  potato  taste anything similar  potatoes tasted  french fries tomatoes would taste  awful fried wet vegetables speaking  wet tables   put water  tables  gets wet  stuff  multiplication tables     complicated   x     something       add   together    mean    sure math  hard unlike     great  especially   carryactually    carry   seems   pretty easy job thoughjust kill things   win      pretty simple job description unlike support  mid  offlane  jungle  mean jungle   location     job      forest   jungle  mean jungles  lions  stuff right forests  angry bears    sure  manbirds  horsemen   though horses arent jungle creatures  think  sound   mountain creatures   honest  havent seen  troll    gnoll   bet   forest creatures  well   jungle    called forestmid   pretty self explanatory position   middle    lane      lanes  would   second      female   well   called heroines well  wouldnt   call anyone  dangerously addicting drug  would  sexist  mean  lina  pretty addicting though fire fire fire fire fire fire fire fire fire fire       charmander  combined    jynx   lina   reminds   pokemon recently came  x  y  pretty popular   friends   wamt  ds  things cost money though   head   trade    cash  sounds pretty amazing earning money  palying     american dream      actual jobs      job yet     stay home  read manga   pronounced mane gah  mango      sometimes forget   add  false accent though  pronounce  mahn gaaaaso offlane   lane opposite   safe lane   dangerous lane   would call   isnt  safe cause  cross  mystical safety river  fight bad guys   chinese vampires  running water   think   cross running water   would   hard   modern day plumbing  flush   toilet   go poof     actually  nothing  chinese vampires    vampires   books  friends lent     twilight saga   preferred  jacob    guy though   pretty upset  bella   wrong choice  mean  wouldnt   guy  could  fetch whenever  wanted plus   guy    years old yuckso support    job        provide moral support   teams    asupport    help buy buying    else   right minds would buy   slave donkey  carry         given magical wings     actual buying price  wouldnt   another donkey instead   flying    pretty sure two donkeys  cooler   flying   mean  would   catch  flying donkey  could poop    feet   would  awful   divebombing terrible smelling equine terror  donkeys  pretty cute  keep    ground  donkeys  meant  fly god would  evolved  wings instead  using magic        pretty good      problems     blts  ts    digusting parts   blt      finish    tend   sudden gas attacks    might   accident      particular          long   seconds         joking  troublesome    stay   toiler    house  finish      mean    avatar    face    first  minutes     legs fall asleep   start  cramps      different   think   could cut  hero count      would  encourage faster hero picking      couldnt choose  hero    definitely annoying  choose  tree hero   enemy hero picks   fire team   lumberjack hero   literally counterpicked   chose  early  would  better    kind  gold option   repick option   modes  forever  captains draft    shorter   removed   bans sometimes     team electric    ban comes    accidentally ban mr thunder   masked electric emo  team thunder  ruined   understand  bans could  good though cause everyone chooses fat butcher guy  uses  hook  hug    smell   death sometimes  tickles   extra damage   worse    eats   gets fatter  stronger  biggest tomato   problem   fact       action   enough story   worse  dynasty warriors   comes  story  could use   cutscenes telling     teaming    giant spider  porcupine  baby rock   angel man  least    reason  dynasty warriors      fighting guan yu   hated enemies  filthy wu   filthy wu actually  men    fought   cowardly fire arrows  powerful navy instead  facing  numerically  superiorly led enemy army head   screams uncultured barbarians   think          pretty good    lack  story gives       category  understand   hero    lore   bigger connection  quite lost   team    biggest rival   best friend   grade   excellent team spirit       men instead  filthy wu women  ali             huge tomato   hate tomatoes  love blts without   bl   greatest invention  man till someone introduced  uncessary   would  bl everyday   could afford      job  spend    reading manga",1,"Positif"
"122","adding  monthly membership    information  data inside   item builds counters etc seems pw      wouldnt recommend   anyone sadly  went  far   greed  ",0,"Negatif"
"123","  looking   review    youve come   wrong place    looking   outstanding pie recipe youve come   right placeingredients  tablespoons unsalted butter  cup white sugar  cup brown sugar  cup water  teaspoon cinnamon  pinch salt  apples  peeled cored  sliced  pastry  doublecrust pie directions preheat oven   degrees f  degrees c combine butter white sugar brown sugar water cinnamon  salt   saucepan  medium heat bring   boil remove  heat  set aside roll  half  pastry  fit  inch pie plate place bottom crust  pie plate pour  apple slices roll  top crust   inch circle cut   inch wide strips   sharp paring knife  pastry wheel weave  pastry strips       lattice pattern fold  ends   lattice strips   edge   bottom crust  crimp  seal pour buttersugar mixture  top  pie coating  lattice  allowing  remaining sauce  drizzle   crust bake   preheated oven   minutes reduce heat   degrees f  degrees c  bake   crust  golden brown  caramel   top crust  set   apple filling  bubbling     minutes allow  cool completely  slicingenjoy",1,"Positif"
"124","first    easy first   smite easy first        challenge    interesting         plan      long   come",1,"Positif"
"125","first  foremost  would   thank steam  giving     call   raging idiots blaming others steam  thank     support check     stats   awesome following  simple guide        dealing  baddies  becoming awesome  meone   worst communities      fact    obnoxious annoying  racist   fact    willingly blame others  fail  improve   gameplay      experience    talk    quite literally  worst  pro tip mute   tell   muted    begin type less  focus    idiots spouting  worse nonsense  utter garbage        spot  raging idiot preparing   full emotional breakdownbuy wards  idiot  feeds mid dies   two wardsshould  called missing wtf  jackass  dove towers  lost  vinsert racist comments  raging idiot bat signal v   mid   guys inferiority complex  meme levelssad  didnt learn anything    actual idiot implying  learn   wtf  dude    drugs   loserspro tip   particularly good   deal  ragers    inevitably feed  type   sparks tremendous reactions   fumbling jackasses sometimes   better  humble        dumb  hell  next   decide   stupid thingssometimes  better  let  ride     simply cannot help   found    friends   frequently move onto another subject matter   realize senpai   noticing  pro tip   fun  let  raging morons ruin           follow pro tips     reactions   ragers  priceless  demolishes  spirit   think twice   redherring tactics  actually lp  git gudextra   guy messaging   several weeks  creating different accounts  order  throw racial slurs  checked  profile saw    spanish flag   pretty  guess  favorite word",0,"Negatif"
"126","         year         knew      would  thought    would bring   greatest pain   felt  everything     toxic  sucks  community  horrible       matchmaking  picking support  actually arent able    job  instead  buying wards  supporting  team    actually meant    go     first    think  upgrading  courier  minute  yeah   unnecessary  mention   sometimes  buy  courier      asking     hellinto  head      stupid things    teamplay          won      job instead  jerking around     already  carries          picking go   carry hero     sense      discovered    brings    dark side   normally   calm  relaxed person    forces   go   limit    first    young life  realized     toxic  salty   rest         go well   team mates       prefer    friends instead  going alone    lucky day     nice team  knows        let    rip            cancer gang      ed  furthermore   waste   less  minutes   precious   trust     longer  longer trust       masochist    wont quit   although  often                deleting    instead  quitting         matches    mad  hell learn   persian  free      vicious circle         trapped      sad  tried  hard          timeso    advices   alone     started      enough experience yet    foods  drinks preferably alcoholic next      flaming  burn  energy   actually    win  maybe   flaming schedule  free      minutes   spend    actually       sometimes  whole day  ruined      start    stop anymore      thickskinned   nerves  steel       endure   communityyou   great   wish  guys lots  joy    ",1,"Positif"
"127","                                                           ",1,"Positif"
"128","  addicted     warcraft  mod      recent additions  features  ti   ti  amazing  matter         favorite    ",1,"Positif"
"129"," convinced     masochists including     enough   desire  drown small puppies         would reccommend frequent anger management classes   happen     past  tutorialkappakapperino",1,"Positif"
"130","   excellnt       dynamic playstyle   unique item shop  offers  variation  reason  choose     beacuse   friendly community   helpful   often find       willing  help     stuck    buy   theyre telling   shouldnt  initiating teamfights   courier  whatever    great id    solid   beacuse    easy   pick          basics mastered     hit  minions         learn   kill   minions  deny gold   pretty hard       properly  hope    next       manage    basics  jungling     complicated    forget  eat  trees  health  yes would reccomend definately     looking   online moba     easy  pick    going aftert  ",1,"Positif"
"131","    ed    pacth  well     hud  liketh  gamplay everything   feels likeand      n   aghanim   wears aghanim become  seriously   totaly mean  dude     talent tree  another problem although  bother     change    hud    whos  n   wearing aghanim   seriously dude oh come      think     fun  enjoyed      sigh   man            felt dat well icefrog goojob d making   worsed   could   suck   monkey king   commentgod job icefrog             destroyed   d good job forgive    english bad  ong     point  fine   wel  d  mean ",0,"Negatif"
"132","    multiplayer  though     bots   two teams  five    radiant   dire   picks   list   characters    different set  abilities  two teams start  opposing sides    theres        team   base area   resides  ancient   base creeps   autonomous npc creatures  spawn periodically  waves  start  journey towards   teams base towers  scattered around     automatically fire   enemy unitthe goal   team   destroy   teams ancient  defending   hence defense   ancientssounds simple   theres        imagine   starts   teams  stay    base creeps   teams  wander    base  head    meeting somewhere   middle       fight     automatically without   input  creeps  evenly matched  typically    wipe     next wave  creeps  clean  anything left    theyll reach  tower   smashed      cycle  continuebasically nothing  happen         creeps   anywhere  imagine        teams goes    creeps   attack  enemy creeps  support   creeps      across   knocking  towers along   eventually hell    enemy ancient   able  destroy      enemy  comes   meet   teams    evenly matched    comes     versus  pvp scenariothe pvp   course  heart        high   complexity   learning curve  quite steep making  challenging  noobs      reasons   community  famed   full     euphemistically call short tempered            easily bring   whole teamthe complexity comes  two main parts  first  sheer number  selectable characters        writing    characters    added periodically     updated  character  four different abilities sometimes    active requiring  user  press something    go  passive   operate automatically  abilities  characterspecific though   common elements      abilities require chaining  use  effectively   ability  leveled individually   character earns experienceafter youve done  maths  figured    different abilities      characters   thought   long  would   become familiar    small handful    consider   addition       different     equip  character    perform  actions  augment  existing ones    active  passive  natureoh yeah    takes  long   finish  around  minutes  pretty common     away  saying ill    quick      significant    least   theyve put        timesso  learning curve big   investment  sink   prefer big  especially   trying       theyre abusing    knowing      real question     worth itive clocked  almost    theres   characters  havent    turning pro   soon    reasonable handle   fundamentals  win rate     seems   fairly normal losing  often traumatic especially  youve lost  couple  long  minute    row   saddled  random teammates   matchmaking   abusive idiots   badbut     good  theyre  good    combinations  different ways  exploit     satisfaction     friends  manage  coordinate  fiveperson push   tower laying   perfect combo  takes advantage    abilities wiping    team well   keeps  coming   morenot     youve invested  bunch    gotten   initial learning humps  genuinely fun exploring  different characters  item combinations     builds       buy  gone  several favourite characters depending    ones   recently   well  worked    natural  style    teammates   around    gametime      explorei  however   enjoy      friends  tried    solo  picking  teammates using  matchmaking service   find  massively less fun  less engaging   typically    communicate  randoms via voice   chances  picking  toxic   increased   good   randoms  generally  bother  unless  mates  onlineas   reviews   attempts  help answer  question   buy   well good news     free    come    long inviteonly beta period   actual financial investment  whether          zero    two big questions    ask    justify  amount       decent      start enjoying itmake  mistake  learning process      ordeal   prepared  spend   reading guides    bots    beat    reasonable difficulty  maybe       good start  youve  mates   happy  babysit    good   note             almost certainly means theyll  losing      struggling   basicsthe best   approach    read  guides   recommend welcome    suck     bots    beat   hard reliably   character  find  friends   happy     knowing  noob status     online     friends  better   matchmaking  randoms   probably  less tolerant    free  seriously    without paying anythingdota   built   freemium model  free      purchase ingame   money  giving   away  hope    money selling ingame    theyd charged       increasing trend    used  seeing   especially     strong network effect ie anything  multiplayerthe things   buy     basically adornments   characters  example   outfit    armour    sword    spell effects   different   stockstandard    come         free  theyll randomly drop         good ones   preferred characters youll   shell  forits  important  note     purely decorative    impact   gameplay     pay money    sword    damage    looks different   critical  stops    becoming  silly paytowin     content creator    create   stuff  sell    store splitting revenue  ",1,"Positif"
"133","wtf    plus   fair        good   environment   dot   means   plays must  buy      learn   faster  others  u   pls    free  love  pls   destroy  ",0,"Negatif"
"134","  taught   little something  teamwork strategy patience   speak   tagalog fluently     racist   lose  friends    spend  money wisely     courrier worth  minute   life     ",1,"Positif"
"135"," best language learning tool   internet learn  speak  spanish  portuguese   low low price   selfesteem  faith  others  ruined  life would definitely recommend",1,"Positif"
"136","first      best       im going  details        recommend     everyone    fun  challenging    mostly  well balanced compare      genrepositiveits free     pay  winthere       choose  everyone    special  styleits   great     friends    based  high skill sometimes  bit luck   course  teamplaythe       effect   started      wont   able  stop  itthe workshop adds nice       skins   fans  fansthere   cool gamemodesthe competitive scence   fun  watch    learn     prosthere   reallife events based      tithe   gets boringits   passionnegativelets  honest  communitythere    arrogant        sometimes     wanna cry  thats  course  brutal  noobs       move    ignore  stupid playersin  perspective     well balanced          strong  broke   frustrate hardlanguage problemsthere       russians  think   freely write    chat although   english server  think thats unrespectful towards    actually write english although      countries besides russia  mepausesseriously  unpauses  everyone   nobody  able  wait    minutes  rating    would     thats    hope  enjoyed  review   ya ",1,"Positif"
"137"," two accounts   logged  arguably     think  around          agree    negative reviews      completely changed   already  great     solid  diehard loyal group       spitting   mouths  telling us  champagne    theyre   wants  appeal   younger generation       repeat             league  legends     storm  smite    fast paced   requires little   knowledge  tactics strategy    mechanics  used       chess  mobas difficult  requiring  skill     checkers  mobas  league      become  checkers mobagive    tactical moba  us   chess  revert  changes     turn  changes        loyal ",0,"Negatif"
"138","             yelling  commendable teammates  dozens   later   enjoy   previously       repetitive  boring             kind    would recommend  others     incredible moba  may  difficult  learn   uneducatedi would  recommend  others  procrastinate  schooluni work trust   learnt  hard wayall       story timeme sven  health probably   backmilkman ogre full ye probably  enemies come  nowherethinking  going  die anywaymilkman dude   nowme na na na   thisi  triple kill mom  cleave  pays offme    thoughtmilkman speechlessmy advice  impossible  impossible unless  possibility   impossibility  possible",1,"Positif"
"139","interested   horribly abused interested  knowing  demise   forced  watch  slowly approaching    micromanaging  understand  multiplayer  arent  fun well     online community  arrogant abusive  autistic nerds  waiting  ",1,"Positif"
"140","            tell      best moba     graphics  moneywise      would definitely recommend ",1,"Positif"
"141","  looking  fun       used     simple  cool     tryhards          fun      win        ranked match    picks     invoker broke     probably picked     matches  win        reborn   better  balanced    infested  smurfs   surprised    started     someone   kd   match     problem  old   use  smurf   nowdays   kinda    forfeit       hard    match    actually started   though  think          used   problems    good   pretty addicting   think    enough",1,"Positif"
"142"," started  hating   due   massive learning curve  quite frankly    good   hate        dedicate         understandablei put hrs   across   weeks   uninstalled ita year later  jump      gave   actual trythey added  tutorial   finished  learning   things along    starting  easy bot practices    easier heroesthe  less complicated     surface    going certain things quickly become easier however certain things   long   learn     learning curve comes  playthats      including    point  put        easier alternativebut   break past  first  horrible death filled matches    confused  hell  making  ton  mistakes    starts  shineyou   depth   contains  tacticsyou start   sucked    anything  meyou start finding   suit  tastesthat     shinesonce youve put  hrs   probably bored  bot matches  public matches   comethis       best      worstthe     intense     right     teamwork  come  playbut especially   newbie         worstthe community     among  worst   seenyou   yelled   making minor  major mistakes   reason   realise         pointyou   start somewhere          mind     start",1,"Positif"
"143","league  legends   oldtime strategy  developed    tesco  collaboration   guy   indie       easy  beginner friendly clearly inspired   gameplay mechanics  hey  pikachu  legend league   adventures  maps known  legend lands  order  find   bags  decomposed lamb  first team        bags   winner  winning team   awarded   meat medal    spent   ingame store  exchange  various trinkets  goodies   oprah winfrey memoribilia   copies      graphics   bad  clearly stolen  fortress craft     example        meant    fedora jesus christ sainsburys  least   effort  character roster consists entirely  short humanoids wielding weapons  arent actually weapons  example     midget covered  loo roll right nope  apparently meant    magical mummy creature  political correctness   revolves around  main character meaty m blaze   follows    journey  save  wife  family   evil ruler known  notch  optional hidden storyline   unlocked  completing     meaty m blaze  attempts  conquer europe  eradicate  minorities within   conclusion    good   fps    market   worth buying  r   m",1,"Positif"
"144"," learned   swear  different languages  constantly angry whenever  hear spanish    spoken  learned     whole culture devoted   hentai  boobs would ",1,"Positif"
"145","  properly    step  open    jump straight  matchmaking  russia   multifunctional    learn     racial slurs step  pick  coolest looking character   find step    picked meepo head   middle lane step  die   enemy  shall boost  morale     reckless step  keep dying  probably  pay  step     minute mark buy  courier  everybody   swearing  step  click   courier step  aha  clicked   courier    forever   donkey   midst   confusion bravely clop   battlefield step    wtf blame  support    noob  keep  reputation intact step    lost  match head towards   store  buy everything    improve cooler looking stuff  probably buff  character right step   mistaken   pro due   accessories step  repeat steps        lose  soul step  sue   calm  emotional distress",1,"Positif"
"146"," fully illustrate        compelling multiplayer      helps    bit  background    itselfdota   roots   warcraft  modification warcraft  introduced  unique mechanic   campaign  multiplayer modes  hero units  units  actually gained experience points abilities      progresses     feel     investment   units   grew attached     degree  hero units effectively commanders   army  relatively disposable units became  avatar ingame    brilliant concept   took   step furtherdota created  multiplayer mode  focused exclusively    hero units   removed  base building  unit management seen   standard rts format     best examples  less      seen   description hardly   justice managing  individual hero   income position    constant decision making   able  size   versus  enemy brings  depth       playedive yet     multiplayer    member   man team  crucial   victory everyone must   part    better    man team     cases       winnable v  teamwork becomes  huge factor    intense  close     immersion    matched  hard  think  another   draws      especially     counting     well   hectic stressful enormously complex  indepth experience    mention absurdly fun    keeps  coming   id recommend   anyone looking   experience  multiplayer gaming  truly offer          background  specific   strategies     watch  gameplay  sure  check   youtube channel thanks  reading",1,"Positif"
"147"," great  filled  action  strategy takes   long   learn longer  master         hero  havent mastered quite    advanced mechanics  must           think  deciding          competetive  sensitive    enjoy     insulted        high lvl     matches    wont  paired   peruvians   quite      beginning    someone   speak english   us english server     likely suck  lose        heros   wreck        idiots  call allies learn          hardships          found    months ago        weekends   school   fun    suck enjoy",1,"Positif"
"148","write  review   please describe   liked  disliked     whether  recommend   othersplease remember   polite  follow  rules  guidelinesdo  recommend    formatting help  visibility public language english yes  ",1,"Positif"
"149","best   become  meet  heartless  cruel individual  enjoys inflicting suffering upon others specially    less skilled  experienced  addition murdering innocent bystanders  well  trees seems    trend  flaming teammates  opponents  another popular culture                channeling  innner hatred     frustration     dares  press  find match button  around         excellent gaming experience  obviously  best use   ",1,"Positif"
"150","waste   money   u          horror  u  beign yelled   smurfs  beign reported  spending   low priority   broken mentalyits   fun        k    u gotta listen     wins unless u    reported   matter  reason  cuz  system  broken    care    lazy cheezy bastards swimming   cash     u ll cry numerous times  forums  fix    ignore u   send  dogs  u  troll u  prove   wrong    right   point    chess   pigeon   u already   outcome   joke  old   wouldnt recommend    anyone     great     old days      money making mashine ",0,"Negatif"
"151","     good      steep learning curve however   finally learn   complex mechanics work    quite fun   pull  great ability combos  would recommend   squad   least three friends   preferrably experienced     quick   angry     team  organised  efficient communication   importantsecondly     safer learning environment       enter  solo match changes    toxic team member  fairly high however     patient veterans    constructive feedback pic  teammates wisely   candota    well    balanced  characters   nerfed eventually except  phantom assassin  said      fun     cool    match     frustrating        speak  language      toxic   constantly   latter  may     break          others  said      addictivegrade ",1,"Positif"
"152","ruined thanks      would      could download  directly cannot understand   tactical deepth       removed   fantastic   spoiled",0,"Negatif"
"153","wtf    become        sucks please     old     soon  possible   stop       ",0,"Negatif"
"154","   sooo fun   started   years   spent regretably        luckily   zero   ez  quit bye toxic community bye  corp  company truely  worried  taking  money  giving zero fcks   user experience feelsogoodman   done     ten thousand  wasted  two accounts",0,"Negatif"
"155","   sooo fun   started   years   spent regretably        luckily   zero   ez  quit bye toxic community bye  corp  company truely  worried  taking  money  giving zero fcks   user experience feelsogoodman   done     ten thousand  wasted  two accounts",0,"Negatif"
"156","      rare      addicted        within  hour   stop      satisfaction    contrast   endless mmorpgsive       release   original defense   ancients      bored    seen  friends  started   total newbies  became  skilled    matchmaking   though    obvious flaws     fun   beginner           definately worth trying       free    promises thousands    potential funfeel free      themed windows desktop skin collection pack     find     artwork gallery",1,"Positif"
"157","important notice    waiting    loading screen   shortdisadvantage   low performance slow pc  connectioncyber cafe    asia    problempls reconsider  add  waiting timecourier hotkey inside setting  missing",0,"Negatif"
"158","great moba    mobas  league  legends smite hon etc       free   damn goodfirst   warning  going  suck oh    experience  mobas oh   case  going  suck       pretty long learning curve loads    choose   heaps    go along  training system   precious help  introduces     hits denies shopping    combining  allows       noobfriendly  easy   weaker    ones mind     complicated  master   early stages         feel   pacefrom         learn everybody  use    free  theres  advantage anyone    except   experience       plenty    go around   youve         least  youll  feeling   noob   face    first timedota   rather unforgiving   comes  carries  die  lose  experience  gold    gold  buy   allow   carry   easy  supports either       uppoer hand   carries   early stages           order   advantage     abilities damage   scale   well  late    carries start  shine   dozens  ward spots jungling tricks  control points    master   different lanes  pretty unpredictable                     jungler     os something     pretty dynamic  check  guides  builds   help    first contacts     hey    everythings situational sure     core           depends        change     differenceagain    mobas    ",1,"Positif"
"159","    writing         file     completely destroyed        leage  legends  paragon   suck       toxic abusive  negative  base   moba       nice     however   meet toxic negative abusive       russians  normally  worst offenders   completely ruined      would  wish     worst enemy   may   fun  spare   distress  addiction      something else    actually resulted   buying  ps    howit ",0,"Negatif"
"160","affection anger angst anguish annoyance anxiety apathy arousal awe boredom confidence contempt contentment courage curiosity depression desire despair disappointment disgust distrust dread ecstasy embarrassment envy euphoria excitement fear frustration gratitude grief guilt happiness hatred hope horror hostility hurt hysteria indifference interest jealousy joy loathing loneliness love lust outrage panic passion pity pleasure pride rage regret relief remorse sadness satisfaction selfconfidence shame shock shyness sorrow suffering surprise terror trust wonder worry zeal zestyoull        unique order",1,"Positif"
"161","   shocking  mewhen    couple times  learned   mom  ed  hendreds    plays        brain diseases         important stuff",1,"Positif"
"162","      fun  brazilians  feel    go   server        belittling   waking moment   trying   best  shadowfiend jesus godsolid  would brazil ",1,"Positif"
"163","     waracraft iii  hon     bought    beta     better moba   opinion     good job  keeping    interesting   hope    keep  well   future ",1,"Positif"
"164","   moscow     simulator explore   day life    glued behind  computer screen wondering   english capitalist dogs   speak  almighty language  justice enjoy   able  understand  teammates  swearing  eachother   variety  spanishfrench  rarely english           europe west servers  russians american servers  russians    missing    full  experience     servers  wonder ukraine   taken yet theyre   busy   gamefeel free  enjoy solo queue      group   russians   spanish  year old repeatedly listening   repeated soliloquy  backwards letters youve  seen    chernobyl documentary attempt duo queue      russians  kind  diminishes  full blown  experience thus    recommend         bots   surprisingly better teammates   russians   good measure ill throw   extra russians    point across enjoy  comradfor       enjoy  full  gaming experience    csgo    softcore version   disclaimer long exposure   might cause capitalist ideals     communism",1,"Positif"
